@relation 'RelationName-weka.filters.unsupervised.attribute.NumericToNominal-R386-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute class {0,1,2,3,4,5}

@data
-8.596567,-7.96423,2.29428,1.971492,-0.432365,-2.814175,-0.952355,-0.121909,-1.214631,0.212409,-4.947885,-4.486152,2.937077,-0.456741,-5.367608,-4.205232,-4.075313,-1.504647,3.255739,1.77942,0.304756,0.274617,-5.174309,-2.90157,-1.28395,2.330772,-0.993244,1.155908,-0.201041,1.652033,0.05794,0.367642,0.219284,0.466063,0.434625,-0.37318,0.164061,0.118808,-0.212303,0.178373,0.792598,-0.238924,0.00429,0.011862,0.016693,0.361221,-0.705538,0.197885,0.133512,3
-3.608066,9.515942,0.290618,-2.741354,-1.509592,-0.810885,5.604229,-1.951693,-2.735213,6.563767,-0.807291,-1.179482,0.590211,1.071326,2.225066,0.345599,-0.949011,0.914393,1.397095,2.046612,-1.440916,0.063125,0.778836,0.637772,-1.994824,0.618689,-0.544111,0.388917,-0.36854,-1.670061,1.030982,-0.608715,0.418643,-1.302932,0.447509,0.055033,-0.11378,-0.162917,0.191994,0.169087,-0.172772,-0.124853,0.087834,-0.527074,-0.254389,1.157912,0.443816,1.612099,-0.412497,4
-3.344137,8.373604,0.917717,-2.289327,-1.918708,-0.427398,5.864161,-1.354238,-2.191648,5.22763,-0.923195,-1.138919,0.434449,0.326365,1.491806,-0.091386,-0.446267,-0.005432,0.603859,2.301478,-0.892815,0.546407,0.658378,0.612471,-1.568234,0.960542,-0.210236,-0.143989,0.361173,-1.410737,0.393413,-0.68474,0.397617,-1.571051,-0.527399,-0.172446,-0.135664,0.325401,0.214322,0.619344,0.309865,0.258192,0.452675,-0.609911,-0.085432,0.892735,0.36168,0.725108,0.226206,4
-3.076827,9.277105,1.346342,-3.240783,-1.396571,-1.131062,6.269029,-2.295243,-1.988319,5.081561,0.530993,-0.798547,1.199257,1.318141,2.732261,0.045077,-2.595301,2.003361,1.058968,1.950557,-0.955389,-0.101813,0.451478,0.27669,-1.343012,0.900385,0.153486,0.110093,1.111292,-1.50968,2.176016,0.340541,0.564936,-1.293066,-0.670522,-0.604048,0.353243,-0.00879,-0.333733,-0.741338,0.127905,0.401079,0.365966,0.552571,0.116786,-0.037106,-0.164765,-0.098139,-0.606566,4
-3.472413,9.100391,1.366251,-2.449522,-1.838948,-0.69549,5.799318,-1.768207,-2.425716,5.567627,-0.340345,-1.030596,0.792815,0.547855,2.124456,0.036954,-1.418916,1.134211,0.926956,2.067797,-1.076987,0.032368,0.628676,0.428412,-1.336405,0.951483,-0.284638,0.226567,0.248953,-1.409586,1.726499,0.482304,0.356189,-1.210402,-0.32601,-0.315321,0.301186,0.266179,-0.185238,-0.439746,0.015994,0.020048,0.602188,0.445574,-0.048597,0.112969,-0.051323,0.781316,-0.616871,4
-7.587728,-7.192102,2.134712,-0.770423,-0.457773,1.593162,1.456757,7.532793,-2.01047,-6.002154,-2.427033,-2.114315,-0.37085,3.208204,0.413935,3.463962,-1.211533,1.070289,4.279799,1.936541,-0.648086,-1.138478,-0.555488,2.025411,0.484438,-0.486714,0.004253,-0.112669,-0.390516,0.14112,0.803776,0.485539,-0.496353,0.753742,1.024501,-0.775986,0.078561,-0.680665,0.301803,-0.748156,-1.59151,1.365752,0.334373,-0.137993,-1.104646,-0.85686,1.574852,0.09472,-0.232205,2
-6.776136,-3.739503,1.60032,-2.036266,-2.190277,1.763484,2.203563,7.256819,-2.855727,-5.125549,-3.005893,-2.741863,0.4499,4.191364,3.773154,2.976078,0.682315,-0.048267,2.67892,1.021144,-0.841056,-1.009593,1.369318,-0.805189,0.654692,-1.645132,-0.266787,0.619759,0.19461,-0.815254,-2.450765,-1.005006,1.974271,-1.194215,-2.382845,0.054076,-0.062267,0.764111,0.01299,0.847514,2.336651,-0.694532,-0.719898,-0.253548,1.188624,0.601893,-2.796875,-0.148639,0.438806,2
-10.829478,-12.152047,2.442334,0.014931,1.412919,0.887578,-2.429429,-7.935137,2.76506,0.004156,-0.45632,-2.580395,0.218266,-0.046721,-0.80085,-2.185608,-2.095361,-0.764269,2.312409,-1.524145,0.696237,-1.556672,0.437347,1.597035,0.474215,-2.497994,1.064824,-1.944483,0.180607,-1.843108,-0.811745,-1.195419,0.578697,-0.895004,-0.948901,2.586008,-0.135135,-0.114833,-0.580353,-0.791546,0.239618,-0.464872,0.10884,-1.722705,0.48516,-0.909639,0.292545,-0.48982,-0.665326,1
11.404505,-2.593567,-5.092732,12.509099,-0.895064,1.787092,1.377436,-0.86316,-0.811811,-1.376235,-1.101807,1.891799,0.692134,1.271795,0.916849,-2.728267,-2.011823,-1.799616,0.374216,-1.007578,0.973743,-4.100669,3.229603,0.734905,-0.444421,2.007275,-1.103053,0.495692,-0.524611,0.288371,-0.103443,0.917612,0.326527,0.633721,0.031916,-0.638917,0.208075,0.340171,0.031742,0.275425,0.250374,-0.199695,0.356019,0.00871,-0.095514,0.309332,0.023332,0.660909,-0.249805,1
-6.270779,12.303947,0.117927,2.491141,0.704311,-1.098735,-2.898982,-0.789512,-1.553604,1.784883,0.446576,-0.770735,0.322934,1.581356,-3.166182,2.06577,2.986961,-1.370142,2.004414,-3.505724,1.22442,-0.158193,-0.05266,-0.848227,-0.274805,-0.001258,-1.109644,-0.237746,-0.296363,-0.833651,0.857319,0.100919,0.368996,1.40844,-1.571613,-0.278585,-0.243382,0.917297,-0.554041,-0.142341,-0.261648,0.041964,-0.87386,1.41056,-0.911263,-0.991801,-0.110205,0.109774,0.15374,1
9.408617,-1.595564,-5.350113,12.607025,-2.178461,1.212701,1.332376,-0.966691,-0.53975,-1.22341,-1.185829,2.542991,1.245438,1.33942,0.086666,-0.256186,-1.921729,1.342194,0.810439,-2.095468,-0.933306,1.494387,-0.741206,0.427253,0.049255,1.567192,2.373585,7.026098,1.668822,-4.099877,-1.070297,-2.126457,-0.2423,2.581436,0.948144,0.8784,-0.143346,-0.986149,1.92881,0.41241,-2.495194,-2.512581,0.26321,1.46509,-0.41575,-2.504396,-0.996487,-3.905222,0.716809,1
-10.796208,-11.843551,2.267214,0.017484,1.44582,1.80585,-2.176285,-7.999582,2.740885,-0.298752,-0.526984,-1.841183,-0.290814,-0.345651,-0.391586,-1.361499,-1.221665,-0.281335,1.844658,-0.942045,0.569037,-1.557094,0.43348,1.393385,0.030803,-1.728243,0.836434,-1.461882,0.241204,-1.587323,0.162871,-0.48156,-0.00417,-0.339139,-0.107418,0.522914,0.108688,-0.119193,0.043557,-0.077225,-0.261271,-0.03583,0.202961,0.363572,-0.218603,0.199669,-0.041216,0.024253,0.190113,1
10.093265,-1.773404,-5.451406,12.042474,-1.804858,1.680621,1.250338,-0.659403,-0.753439,-1.008874,-0.663234,1.874582,1.058723,1.160614,0.544747,-0.9738,-1.81042,-0.531548,0.209187,-1.099527,-0.27,-1.06563,0.085052,0.496732,0.532805,1.548428,0.448643,1.499135,0.178489,0.262909,0.188084,1.116983,1.040438,0.170176,-1.033422,-1.475787,-1.256228,0.452832,1.496064,0.061754,-0.174671,-1.316899,-0.093198,-0.086836,-0.147701,0.111184,0.869996,-0.132412,-0.074434,1
9.028604,1.162625,4.010087,-1.07763,-2.298712,-0.729654,3.430997,-1.020452,-1.961203,-0.870808,0.282665,3.83711,-2.457708,-1.049664,-4.274238,0.036184,-2.117378,0.441658,0.832688,3.238138,0.381461,0.2041,1.700974,-0.129749,-0.274556,-0.097705,-1.812324,-0.162724,-2.052813,-0.106029,-2.274135,0.172419,-3.485413,-1.592191,-0.54836,-0.403993,0.544587,1.388643,-0.212335,-0.301011,-0.327989,0.332229,0.648574,-0.097804,0.766096,-1.136984,-0.527596,-0.948313,-0.645565,1
-10.781941,-11.612287,1.873319,0.350253,1.770761,1.948318,-2.098345,-8.21783,2.18456,-0.310365,-0.381765,-1.86566,-0.703959,-0.539404,0.078275,-1.351407,-0.989535,-0.792138,1.610279,-0.60802,0.528121,-0.736902,-0.136956,1.372042,0.085401,-1.844945,0.670687,-0.988009,0.398674,-1.484965,0.262562,-0.104163,0.293067,0.0227,0.330389,-0.541862,0.325078,0.092161,-0.041618,-0.075981,0.043042,0.145005,-0.013898,1.032561,-0.444009,0.353507,-0.021652,0.251667,0.75356,1
-7.118884,15.332596,0.385887,3.216369,1.958664,-1.388945,-9.162717,-1.695086,-3.918708,-3.455038,2.822793,-0.099934,-0.526202,0.28298,1.099038,-0.480192,-2.359771,-0.211795,-3.227731,3.757267,-2.828134,-1.410858,-0.653949,0.173939,-0.062421,-0.388278,0.753215,0.14065,0.308033,-0.105018,-0.207084,-0.295933,0.157564,-0.203391,-0.154915,0.382618,-0.168178,-0.265278,-0.042337,0.158797,-0.054701,-0.211139,0.360425,0.330131,-0.235361,-0.172653,0.212849,0.454013,-0.166407,1
-11.203122,-10.363973,1.829606,1.033214,3.97312,2.706194,0.181427,-6.527636,0.331863,-0.786297,0.401969,-0.01565,-1.375129,0.442416,1.249984,1.035531,0.485873,-0.119433,-0.536174,-0.247013,0.210364,1.579169,0.262555,1.022735,-0.270019,-0.621963,0.633906,0.472729,0.030752,0.041932,-0.342289,0.93257,-0.299055,-0.584938,0.88096,-1.871204,-0.547081,0.571661,-0.274672,0.463391,0.827988,0.128865,-0.05968,1.253803,-0.123455,0.571201,0.228711,0.439739,0.186634,1
-11.908675,-4.430666,3.456843,0.417402,1.215358,5.134615,-0.399902,6.168647,-1.54935,2.992613,1.995452,1.966632,1.292124,-2.488842,-1.505412,-2.044929,-1.059754,-0.640676,-1.172532,-1.47979,-0.497861,0.230721,1.205213,0.602516,-0.36456,0.277006,0.614683,-0.044236,-0.589633,-0.514209,0.274529,0.640856,-0.421417,0.452467,-0.595875,0.53353,-0.789004,0.088823,-0.466636,-0.404742,0.23611,-0.302632,-0.214373,-0.158708,-0.54584,0.506349,-0.722046,-0.182762,-0.715339,1
-10.711882,-10.718623,1.793475,1.067854,3.913575,2.47044,-0.35351,-6.740762,0.620243,-0.99358,0.327424,-0.36486,-1.049295,0.205511,0.635099,1.019688,-0.207169,-0.50208,0.214123,-0.013092,0.401525,1.410797,-0.035883,1.439315,-0.295186,-1.344127,0.79494,0.004503,0.38952,-0.512395,-0.16755,1.060929,-0.223578,-0.763387,1.044502,-1.975528,-0.279903,0.346266,-0.231771,-0.075054,0.717056,-0.194616,0.374705,2.130003,-0.617183,0.512206,0.446045,0.696681,0.45487,1
15.65566,-0.17153,9.651222,-1.8997,7.513448,-0.899727,-0.7413,-0.321512,0.731694,0.395063,-0.711197,-0.28281,0.18668,-0.690513,1.166838,0.094141,0.303422,1.227917,0.683227,-1.256264,-1.66458,-0.557608,-0.167735,2.969687,-3.455788,-3.900631,-1.028446,4.422894,5.557834,8.37593,2.897779,-5.942547,-0.743151,0.672378,0.739988,2.8046,-1.894618,11.940749,-1.11297,-4.188104,-2.352532,-1.916296,1.958745,-1.469432,-2.007327,1.806596,-1.069497,1.289647,3.134422,1
10.651026,-2.4606,-5.755083,12.104213,-1.986797,2.282889,1.311399,-0.915903,-0.705824,-0.862719,-0.810931,1.633619,0.260675,0.978986,1.252881,-2.232984,-2.188154,-1.615251,0.341565,-1.364757,0.76097,-3.95155,2.30296,0.555943,-0.254299,1.91707,-0.464041,0.597417,0.11381,0.456594,0.117307,0.96012,1.266184,0.398733,-0.482809,-0.681797,-0.676036,0.301801,0.523961,0.24302,0.3598,-0.360266,0.34522,-0.232372,-0.5583,0.627865,0.837642,0.20627,-0.415081,1
-10.941946,-11.886699,2.213288,0.004699,1.365106,0.960974,-2.285228,-8.291421,2.772952,-0.283486,-0.782564,-2.506409,-0.305807,-0.324328,-0.826171,-2.034244,-1.834493,-0.399096,2.185131,-0.908711,0.514974,-1.312028,0.291907,1.570569,0.108261,-2.455274,1.039803,-1.751083,0.431121,-1.938153,-0.340425,-0.709083,0.455559,-0.58715,-0.487314,1.60027,0.143857,-0.166655,-0.381825,-0.441289,0.215912,-0.165097,0.282654,-0.767514,-0.174754,-0.711521,0.019686,-0.230912,-0.135602,1
8.350321,1.810972,-0.389252,-0.125578,0.189485,-1.515496,-0.220308,-1.984456,-2.415711,-0.713292,1.356443,4.12362,3.001236,5.190902,-3.900079,-2.743091,1.302216,-2.775152,0.17349,4.832055,5.745653,2.799898,1.371676,2.392423,-0.419643,-1.435956,-1.832365,0.287974,-0.972819,0.439353,0.296901,-1.114405,-0.340397,-0.017506,-0.413858,-0.030102,-0.048816,-0.980304,-0.362797,-0.031138,-0.134782,-0.207267,-0.553295,0.213667,0.652792,0.186519,-0.111783,0.325354,0.562032,1
8.018174,-2.541632,-7.486728,4.588823,-1.681166,2.045947,-0.23933,2.057292,-0.948657,3.605398,-1.762587,0.242278,-9.513291,1.172971,-0.378562,-0.354166,1.007219,0.193958,-0.333698,1.861404,2.652865,1.334354,-2.169142,-2.584587,1.706589,0.31886,2.080128,0.542072,3.147035,1.49558,-1.22478,0.824219,1.686697,-0.999906,-1.704952,-0.341599,0.961304,-2.12351,-2.054848,-3.078166,-1.431084,0.844841,0.59733,0.011802,-1.802538,0.511821,-0.709309,-0.061711,1.336912,1
-6.894386,15.61718,-0.010691,2.996045,2.439115,-1.492998,-8.852644,-1.633425,-2.557425,-2.828851,2.285314,0.00002,-0.560913,0.070531,0.494271,0.910733,-2.12896,0.264873,-1.0394,2.253375,-1.176457,-0.235589,0.614868,-0.291861,-0.48342,1.427431,-1.354632,-0.538717,0.18389,-0.186239,-0.615588,0.251722,0.048579,0.736139,0.423565,0.639519,-0.299895,0.600346,-0.349406,-0.21789,0.442843,-0.792038,-1.045333,-0.848096,0.993773,-1.267389,-0.319106,-1.114928,0.432051,1
15.83097,-0.556936,8.900314,-0.281327,7.48115,-1.342243,-0.157175,1.142052,1.333526,0.11248,0.561526,-2.682877,1.293745,0.448683,2.578324,0.969786,-0.747631,-0.641259,-0.77092,-1.549682,0.764481,-0.192092,-1.774554,0.143565,0.319308,0.127376,-1.096474,0.443214,0.231763,0.372002,-1.681165,0.126098,-1.09153,-0.845713,-0.962075,0.431031,-1.189454,-1.222103,-0.674982,-0.1028,-0.090618,0.844864,-0.128645,0.274758,-0.0539,-0.210595,0.09453,-1.185775,0.761873,1
-6.716054,12.471401,-0.296665,2.487328,0.832652,-1.514768,-3.343056,-0.453271,-1.652277,0.845295,-0.35748,-1.126833,-0.171656,1.628687,-3.317799,2.465823,2.600866,-0.814756,3.206999,-3.354807,0.373953,0.344981,0.596944,-0.537328,-0.365594,1.148617,-2.542457,-0.946101,-0.619221,-1.094452,0.829281,0.236205,0.418157,1.178013,-1.869408,0.738526,-0.621095,0.690961,-0.40739,0.543785,-0.57184,-0.858396,0.130639,2.258402,-1.101973,-0.953249,-0.503056,0.016188,0.494445,1
3.65819,-5.177438,-14.602571,-4.670771,2.051934,2.028297,2.070558,0.9593,-1.363423,-1.491102,5.988551,-9.855791,-0.150071,-1.733865,-1.969392,-0.743206,1.093365,-0.03332,0.059012,-0.032588,-1.608486,1.301216,2.441703,0.819722,-1.00849,2.157766,-1.052638,0.65567,-1.47063,1.01644,-0.240218,-0.13861,0.017184,0.217435,-0.098901,-0.104578,-0.285071,-0.850266,0.024315,-0.895888,-1.811477,-0.326305,0.967183,-0.112889,0.375111,0.245441,0.129904,-0.167585,0.912356,0
-7.486865,13.576777,-1.223703,2.61536,0.97914,-0.857469,-4.669945,0.705183,0.511939,-1.545619,-1.952427,-1.379314,-1.08629,-2.710057,4.739191,-0.53357,-1.926551,4.446895,3.065717,-1.812381,4.361927,4.968961,2.281278,0.926164,-1.15501,2.32145,-0.332136,-2.304888,1.2833,1.646687,-0.669,-0.171132,-0.422155,-0.331855,1.052547,0.245551,0.55387,-0.203697,0.290095,1.132549,1.151752,-0.476554,0.460365,-0.770822,0.564816,0.404275,0.595749,-0.193551,0.489539,0
-6.379263,10.41151,0.154624,1.391982,-0.00098,-0.84576,-0.318396,1.695206,0.226696,-0.427339,-1.212153,-0.254289,-1.126424,-0.550862,-0.969437,-1.044699,1.520164,0.647656,2.034292,-2.210327,2.601012,2.569009,0.156533,0.871348,-0.766864,1.054513,-0.181194,-1.878325,0.755241,-0.010162,-0.776781,-1.497631,-0.100566,-0.855833,-2.031673,0.698987,-0.544885,-0.624848,0.224213,1.697126,0.292174,0.828719,0.227569,-1.597656,-2.656347,0.459606,1.351447,0.526775,1.697,0
3.859885,-0.974515,-18.034914,-14.005033,7.2266,-2.454345,-2.771583,-0.322878,-1.340247,-0.382567,-1.908463,4.68501,-0.298641,3.635199,3.062676,-0.556426,-5.742643,-3.75566,1.423132,-3.201404,-2.113514,2.393193,1.253229,-4.436833,-0.703147,-0.601866,1.292139,-1.965486,-0.821317,0.58806,0.711932,-1.298299,-1.272525,0.202971,-1.30223,-0.905311,0.037722,-0.567048,0.6332,-1.706839,-1.954162,-0.279764,-2.137326,-0.092489,0.579423,0.677219,-0.711028,0.547848,-2.267116,0
-6.203964,11.029807,-3.690252,2.230443,2.131529,0.427772,1.525809,1.411329,11.143421,-0.555624,-1.04488,0.775057,-0.55798,-1.466371,-1.159153,2.046734,-0.879973,-0.927921,0.966314,2.230658,-0.80702,-0.480629,0.937724,-0.041297,0.715966,-0.450727,-0.687168,1.10185,-1.923581,0.825623,0.995206,0.91768,1.461116,-2.548983,0.506655,0.996055,-0.819748,-0.386342,0.523154,0.425174,-0.483883,-0.912072,0.715579,-0.079258,-0.819763,0.2633,-1.207135,-0.381767,-0.034173,0
7.56103,-0.537363,3.2632,-4.630657,-6.810194,2.571517,0.077714,-0.713838,0.399793,-1.439393,5.032327,2.839717,0.411685,1.435767,-1.867028,0.908509,0.174257,0.575928,-0.031704,-0.540116,-0.199669,2.023718,0.207873,-1.211089,-3.717055,0.099908,0.6708,0.849031,-0.717778,0.38702,-2.380023,1.893662,2.775227,-1.722649,0.856631,1.877518,-0.1112,0.562717,0.097733,0.787978,0.454989,1.036562,0.933364,0.369898,-0.97952,-0.116413,0.401668,-0.166953,-0.875434,5
-9.775392,-13.664337,-0.553253,5.535914,-3.883024,-24.871319,0.771856,3.066838,0.344073,0.491919,7.225046,2.527886,-1.129468,-2.259513,4.017537,-1.166123,2.11139,-1.339333,2.329818,0.657542,-0.1319,-0.060838,-0.693241,-0.021515,0.74729,0.259672,-0.497004,0.419799,-0.37244,0.273512,0.022353,-0.293315,-0.098528,-0.31106,0.402642,-0.40821,-0.429683,0.259349,0.209364,-0.069732,0.06983,-0.097376,0.168926,-0.047858,-0.292504,0.618913,-0.343035,-0.416833,-0.615115,5
-8.235347,-11.521299,-1.233151,1.583455,-2.045749,-13.00357,-1.823716,0.885866,1.264968,3.686338,-8.635158,-2.693862,0.959895,3.919504,-4.382568,3.475937,-1.817283,3.700329,-7.976014,-1.524634,-0.070603,0.47399,3.320187,0.657951,-1.136652,0.092884,0.598367,0.244466,0.172947,0.361878,-0.482037,0.576584,0.727318,0.271094,-0.35567,0.496229,0.15604,-0.441837,0.18864,-0.061755,-0.413219,0.267125,-0.54368,-0.933025,0.551787,-0.944589,-0.28838,1.121471,0.673423,5
7.478664,-0.590339,3.26804,-4.8039,-6.94472,2.813564,0.004587,-0.055159,0.374162,-1.352172,5.115738,2.855375,0.058604,1.704828,-1.802634,1.181367,-0.075648,0.098655,-0.027097,-0.934986,0.028729,1.719187,0.404384,-1.484612,-3.715154,-0.112028,1.049219,0.70737,-0.430304,0.246174,-2.298532,1.689102,2.767903,-1.266674,0.754592,1.507421,0.157963,0.599097,-0.110795,0.444087,0.448574,1.078369,0.671739,0.245132,-0.864502,-0.460655,0.814389,-0.038308,-0.475991,5
9.306657,-1.815359,-6.047663,11.518612,-1.901741,1.542487,1.441632,-1.423554,-0.253854,-0.980977,-0.103902,1.09181,3.766814,-0.858403,-0.568806,1.211949,0.537424,1.422312,0.110583,-0.643499,-3.194939,3.392354,-1.622005,0.428302,1.628517,-0.430772,0.572291,-1.128056,0.181776,-0.187507,0.099357,-0.198173,-0.378388,-0.452711,-0.212001,0.326025,0.636108,0.143691,-0.291613,-0.255769,-0.153445,0.39307,-0.064333,-0.182922,0.205463,0.049377,-0.284403,0.344615,-0.003367,5
3.621363,1.685515,-0.033552,-4.684315,-5.156177,-1.241194,3.908056,-2.890562,-2.745492,-3.049754,-0.582489,0.746004,-1.469907,-4.593873,-0.45948,6.174545,-3.305091,-4.297153,-2.086409,-1.021343,1.830155,-0.442856,-1.406354,2.129541,0.098856,0.32293,-1.081065,0.191201,0.441299,0.437057,0.420176,-0.988605,0.062851,0.19617,0.388861,-0.014942,0.63498,-0.3936,0.3347,0.611381,0.668362,-0.723871,-0.287574,-0.056046,-0.444535,-0.178876,-0.013993,-0.347654,-0.468897,5
-2.523065,7.497109,0.459989,-2.812,-2.322278,-1.186462,5.251584,-2.317754,-2.096584,-0.021566,0.243254,0.710288,1.087066,0.630043,0.636588,-0.87311,-0.173817,1.706949,0.238673,1.036074,1.739207,1.618576,0.547234,-0.706365,-1.636538,0.555607,-1.48205,0.828474,1.275333,-2.869542,-0.6345,-2.262356,0.91699,-0.275312,-1.348537,0.658641,-0.292822,0.184406,-0.097426,1.852783,0.754515,1.90053,2.059039,-1.518501,-1.678373,1.21216,0.604875,1.298896,-0.801293,5
-8.464915,-11.80213,-0.949934,1.977871,-2.249262,-14.668782,-1.771848,1.152948,1.444581,3.806022,-7.678679,-2.46115,0.933508,3.669124,-4.089181,3.655063,-1.584169,3.899661,-8.025477,-1.719334,-0.393559,0.309139,3.962377,0.71546,-1.227811,-0.030846,0.456029,0.236454,0.11867,0.556586,-0.782628,0.677612,0.62218,0.621877,-0.546107,0.50839,0.322243,-0.104668,0.328843,0.091084,-0.503352,0.374043,-0.627283,-0.631873,0.403077,-0.712734,0.424191,0.137882,0.368071,5
-2.783974,1.355267,3.551871,-3.997619,-8.695202,0.266652,-1.272114,-1.473618,-0.215976,-0.857779,-6.521929,-1.733464,1.328814,-2.510135,3.127797,-4.294977,3.536217,-3.458536,-0.254215,1.07571,-1.707832,1.423389,0.98332,-0.468816,1.127403,-0.397015,-1.291287,0.288522,0.454389,0.40103,0.207636,0.598352,-0.027058,0.254566,-0.455226,0.389753,0.578932,0.108422,1.460531,1.273906,-1.017827,-0.239981,-0.958563,-0.006736,-1.200322,-0.006464,0.064796,-1.048364,-0.066809,3
-0.700194,0.562194,-0.65771,-2.786133,-2.890387,-0.502427,0.257785,-0.188703,-1.662031,1.055974,-7.483926,0.416219,-4.004073,-3.480026,2.694871,1.818934,-0.197925,-2.398422,-2.433455,-0.439619,0.387191,-0.993837,-2.375528,-0.022844,-1.328041,-0.49656,-2.265722,-3.850535,-3.565148,-0.516406,0.703783,-1.696224,-0.476763,0.218045,1.003269,0.87117,-0.647101,-2.265648,-1.72302,-1.518925,-2.670398,1.306564,2.885354,0.939263,-1.841211,2.815822,-1.116042,-2.351181,2.345008,3
4.997669,-5.789579,-15.71295,-4.467841,3.923664,-1.053849,-1.997881,0.905994,-2.021798,-0.324338,-1.001778,0.887904,4.625569,-7.331911,-0.817165,2.721853,1.343048,2.218001,1.43745,3.894166,5.185193,-2.327396,1.906269,-3.804916,1.384497,-2.378274,3.991139,-0.125048,4.177703,0.098801,0.160848,2.67471,0.503943,1.045355,-1.400295,0.916155,-0.74713,0.372907,1.206032,0.82088,-1.391898,0.278786,2.684107,1.257251,0.752769,-0.368671,-1.38681,0.554108,-1.058313,4
-3.586994,8.920072,0.879901,-1.888025,-0.542468,-0.603486,6.139632,-2.746457,-1.772472,4.955323,1.216366,-0.900574,0.761579,0.650387,1.792391,0.040446,-2.115631,1.814075,0.332113,0.366558,-0.126469,-0.834523,-0.03797,-0.569588,1.600708,-0.058268,0.143853,-0.358716,0.699846,0.454583,0.807258,1.591943,-0.311549,-0.127069,-0.468264,-0.168996,0.168666,1.081812,-0.103483,-0.291998,0.140193,0.741446,-1.592498,0.389731,0.708425,-1.613297,-0.340448,-1.429678,1.364506,4
5.094121,-5.93475,-16.311389,-5.064115,4.398372,-0.709134,-2.301499,0.906552,-2.206962,-0.084541,-1.505708,1.716277,4.732659,-7.192948,-0.848264,2.39225,1.26095,2.042968,1.849566,3.992212,5.19988,-2.697565,2.03363,-3.266381,1.58224,-2.008718,3.921759,-0.229385,4.068783,0.55869,0.297538,2.905477,1.194456,0.70017,-1.371479,0.923218,-0.446977,-0.248991,1.036885,0.926701,-1.195131,0.366594,2.663644,0.887944,0.177251,-0.112629,-1.494651,0.760674,-0.789803,4
-3.045906,9.031869,1.904859,-2.410191,-1.169616,-1.116677,6.112274,-2.389028,-1.595023,4.710096,0.757892,-0.860323,0.957538,1.210527,1.827402,0.354191,-2.078445,2.107357,0.617795,1.104661,-0.523099,-0.815884,0.099616,-0.461331,0.431604,0.059187,-0.034333,-0.504713,1.372865,-0.7298,1.446383,1.367949,0.297826,-1.113328,-0.80719,-0.521648,0.649311,0.786228,-0.274297,-0.572454,0.164826,0.871971,0.218035,0.998339,0.519814,-0.900582,-0.062342,-1.693491,0.748015,4
12.816936,-5.011646,-6.315259,9.449725,-1.190113,3.756893,0.145723,1.216537,-0.673479,0.348395,-0.162087,-0.468181,0.114423,-0.093702,2.341384,-2.002612,1.28598,-1.32695,-0.264878,-0.12147,0.19977,-4.778441,5.429713,-0.305309,-3.484456,-1.070581,-1.847187,-2.004286,-0.591577,2.055688,0.217754,-1.516084,-2.631166,0.100788,2.975446,0.672759,3.036737,-1.101146,-4.053589,-0.176903,2.887749,2.99769,0.098802,1.953798,-0.585181,-1.489913,-3.36828,-0.886744,-0.574875,2
-7.233301,-6.538797,1.837488,-1.191116,-1.323687,1.909398,1.229092,7.92812,-2.811205,-5.226889,-2.709335,-2.156211,0.034469,4.388089,1.984858,3.087919,-0.479405,0.787615,3.639346,1.259038,-0.760085,-0.982302,0.636907,0.387385,0.690762,-1.837379,-0.378568,-0.255528,0.270459,-0.740772,-1.030828,-0.339347,1.292921,0.160979,-0.283465,0.198709,-0.030712,0.307794,-0.242751,-0.22133,1.313233,-0.844519,-0.664922,0.358198,0.382591,1.026482,-0.42041,0.508272,-0.111828,2
