@relation 'RelationName-weka.filters.unsupervised.attribute.NumericToNominal-R386_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute class {0,1,2,3,4,5}

@data
-2.862697,7.464458,0.352729,-2.795715,-2.143162,-1.177132,5.450753,2.192521,1.967635,0.145053,0.304443,-0.869386,0.844017,-0.016913,0.933901,1.115937,-0.548639,1.271497,0.145135,2.116689,1.076107,1.130569,0.276975,1.928651,-0.637004,-1.003415,1.256419,-0.543943,-1.486882,-2.674767,-0.615426,0.986959,1.369493,0.658776,-1.902902,-0.968072,-0.350688,0.211529,1.393201,-1.195586,0.445469,-0.641187,2.023096,2.176911,0.589803,-2.021385,0.901049,2.733757,-0.050872,0.090447,5
-2.375843,6.307746,-0.181971,-4.945905,-2.037025,-1.982568,7.768759,0.307642,-0.496094,7.827653,2.696961,-1.644264,-0.870508,-1.381267,-0.252439,3.456462,0.610845,4.397857,2.167318,-2.120682,1.273035,-1.048136,-2.23399,0.76535,-0.316889,-0.454156,-0.283112,-1.390067,-0.856222,-0.440975,0.279795,-0.083813,-0.009137,-0.892715,-1.380071,1.009256,1.514525,1.403545,0.238128,-1.220256,0.167183,-1.631527,1.390314,1.432343,-0.724843,0.695956,0.476478,-1.245879,-0.373123,1.260116,5
-2.392659,6.174435,-0.412207,-4.907642,-2.013635,-1.948938,7.696222,-0.985725,-0.96765,8.507004,2.823362,-1.566639,-0.849203,-1.631951,-0.281736,3.886585,0.533914,4.948522,2.008661,-2.582581,1.62067,-1.369069,-1.788126,0.881106,-0.239953,-0.672467,-0.224377,-0.99565,-1.295976,-0.469291,1.03071,0.225418,-0.291485,0.138391,-0.818079,0.627392,1.448993,0.680085,0.441895,-1.065148,0.157695,-1.025278,0.707117,0.804023,-0.172237,0.609529,0.111565,-1.234866,-0.241631,0.774391,5
-2.396327,6.047571,-0.679767,-5.003904,-1.770581,-1.865476,7.705713,-1.620397,-1.912703,8.810327,2.780372,-1.52007,-1.088044,-1.872601,-0.37526,4.004977,0.664727,5.205263,1.755788,-2.751021,1.548498,-1.6972,-1.741997,0.758455,-0.081602,-0.863187,-0.120803,-0.628094,-1.37636,-0.586383,1.341701,0.075441,-0.470458,0.481004,-0.400365,0.508154,1.423937,0.17944,-0.168923,-0.821202,0.212807,-1.01396,0.176078,0.605852,0.287959,0.331652,-0.27484,-1.255564,0.188626,0.562779,5
-2.315305,5.299286,-1.072041,-5.687287,-1.940864,-2.20015,7.680378,-1.726334,-2.58165,9.711087,2.900322,-1.150067,-1.895505,-1.938403,-0.814016,4.130682,0.583925,5.324879,0.889448,-3.024289,1.297601,-1.811358,-1.239849,0.290099,-0.419819,-0.734334,-0.573738,-0.053753,-1.726512,-0.496683,1.11437,-0.47818,-0.610358,0.461761,0.507731,0.410356,1.14859,-0.454672,-0.383771,-0.076801,0.146911,0.177933,-0.890444,-0.740635,0.398113,0.365944,-0.320634,-0.649199,0.855046,0.101599,5
-2.05059,4.633194,-1.353083,-5.958192,-2.175249,-2.939683,7.424049,-1.824362,-2.914535,10.526325,2.43723,-1.09467,-2.563046,-1.622858,-1.139108,4.413553,0.162111,5.541921,0.097718,-3.268131,1.87229,-1.51566,-1.118283,-0.009179,-0.940796,-0.358092,-1.157301,0.156004,-2.189746,-0.72949,1.741527,-0.475528,-1.055507,0.785916,1.340893,0.339501,1.279788,-1.011176,-0.858009,0.394819,0.250626,0.576831,-1.814042,-1.8166,0.32882,-0.057645,-0.484043,-0.032599,1.297383,-0.380339,5
-2.249804,4.180721,-1.688757,-5.532917,-2.577108,-3.570625,7.360138,-2.531615,-3.339398,10.241801,2.300816,-1.458277,-3.847993,-1.229548,-1.517672,4.461593,0.23085,5.936765,-0.17273,-3.150044,2.008845,-1.917938,-0.888695,-0.450733,-0.97756,-0.397166,-1.436676,0.18187,-2.526596,-0.506075,2.086999,-0.336354,-1.596262,0.712358,1.929129,0.276772,1.259362,-1.094522,-0.715,0.84066,-0.216492,1.349198,-2.519086,-2.51761,0.551585,-0.268322,-0.174607,-0.359041,1.297159,-0.466894,5
-2.069388,4.460669,-1.529067,-5.900398,-2.319288,-3.272133,7.438145,-2.028277,-2.933262,10.453687,2.169251,-1.32424,-3.089525,-1.341748,-1.490862,4.521105,0.185509,5.862427,-0.228055,-3.07435,1.925897,-1.596206,-0.915724,-0.258082,-1.14214,-0.385329,-1.404951,0.132322,-2.590316,-0.63268,2.151749,-0.412086,-1.374288,0.851232,1.685175,0.284701,1.251565,-1.12358,-0.991487,0.536149,0.187061,0.760415,-2.206587,-2.351837,0.315418,-0.214897,-0.38089,0.0852,1.342679,-0.459038,5
-9.830823,-13.044344,0.230529,4.554366,-1.978808,-23.711422,0.533634,-1.704182,-0.810274,0.096097,-3.53698,-3.126709,-0.367164,1.81782,1.342927,-0.046511,0.425774,-0.541662,0.067656,0.797094,-0.100783,0.777801,1.240376,-0.884012,0.358122,0.396684,-0.136743,-0.443314,-0.358086,1.099343,-0.283864,0.21033,0.562703,0.11302,0.956015,-2.090729,0.16021,1.213265,-0.246175,0.535952,0.008195,-1.746661,0.153958,-2.054487,-0.428813,-0.588566,-5.706194,2.458956,-1.670133,4.920607,5
-10.006004,-13.105978,0.148354,5.10197,-2.265685,-24.771119,0.581303,-1.95537,-0.654804,-0.001152,-4.419284,-3.773335,-0.956962,2.476027,1.559987,0.443594,1.100314,-0.977064,-0.927302,0.563133,-0.119388,0.415555,0.525561,-0.711372,0.131223,0.287889,0.264618,-0.254386,0.034102,0.773088,-0.098912,0.418475,0.422495,0.30731,1.021559,-1.332839,0.422314,1.156231,-0.128265,0.576043,-0.010739,-0.9568,0.134661,-1.337295,-0.455287,-0.443799,-4.323369,1.800381,-0.969154,3.973868,5
-10.051586,-13.808986,0.151734,5.609108,-2.702685,-26.268883,0.771153,-2.444659,-0.538696,0.291502,-5.923889,-5.137108,-1.833619,4.107517,1.694874,1.135977,2.453614,-1.581458,-2.550054,1.029396,-0.064202,-0.319607,-0.825277,-0.681713,0.307636,-0.273048,0.3156,-0.517962,0.509631,0.019032,0.091003,0.614752,0.063269,0.404933,0.574656,0.078164,0.078642,0.161533,-0.086977,0.216953,0.011773,0.219639,0.153507,0.178144,0.177329,-0.39969,-0.442423,0.083883,-0.057063,0.925576,5
-10.376988,-14.202918,0.195684,5.909893,-2.79252,-26.39412,0.795685,-2.732065,-0.828585,0.442868,-6.986168,-6.137736,-2.421682,4.44256,1.525641,1.458684,2.763955,-2.25851,-3.533641,0.720092,0.057655,-0.464271,-1.341251,-0.294375,0.36164,-0.060754,0.102917,-0.382444,0.135748,-0.612789,0.299768,0.314565,-0.14551,0.186066,-0.216356,0.687129,-0.159513,-0.311749,-0.081874,-0.272141,0.299287,0.685735,0.226447,0.551125,0.162865,0.088747,1.810097,-0.80957,0.441562,-1.4016,5
-10.568059,-14.303904,0.092353,6.124859,-2.773216,-26.721888,0.848927,-2.891897,-1.025211,0.448398,-7.562877,-6.512478,-2.508964,4.594295,1.237945,1.490949,2.997918,-2.583711,-4.03551,0.747165,0.030454,-0.644267,-1.729283,-0.011409,0.288113,-0.281673,0.083688,-0.46046,0.282134,-0.878113,0.490077,0.290402,-0.159623,0.094854,-0.623714,1.157674,-0.495979,-0.405149,0.086159,-0.562552,0.261488,0.863608,0.126423,0.74771,-0.145523,0.128656,2.834923,-1.176893,0.929357,-2.672939,5
-10.478499,-14.113352,0.06689,6.16639,-2.900177,-26.722584,0.768136,-3.346419,-0.753375,0.367612,-7.581905,-6.375784,-2.701965,4.775414,0.952481,1.869246,3.16738,-2.938238,-4.449041,0.788989,-0.044085,-0.594703,-1.827718,0.166008,0.307361,-0.132949,0.06024,-0.352603,0.469523,-0.901999,0.470611,0.257929,-0.372067,0.08092,-1.150224,1.219371,-0.205903,-0.531569,-0.019886,-0.800604,0.455182,1.086842,0.109182,1.13252,-0.10964,0.073132,3.167955,-1.605647,1.044,-3.051703,5
-7.575179,15.698867,-0.021604,2.980722,2.103994,-1.63328,-9.934336,2.673392,3.371434,4.220825,-1.857487,-0.666893,-1.023275,0.594632,0.962408,1.115965,-1.893661,-0.770019,2.579065,1.308392,-4.332496,-1.362552,-0.019993,0.349013,0.155438,-0.13232,0.012057,0.2084,-0.325296,0.214958,-0.782769,0.120367,0.044874,-0.19705,-0.224899,-0.053253,0.473272,-0.263421,-0.430338,0.026392,-0.018268,0.383601,-0.740799,-0.41411,-0.632756,0.860876,0.24923,-0.484369,0.131027,0.047012,1
-7.201039,12.529622,-0.61129,2.273166,0.976149,-1.443514,-3.508032,1.072161,1.864162,-0.443045,-0.652637,1.082907,0.38866,-2.663536,-1.333231,-3.569627,0.698897,-0.242046,-3.527386,-1.411686,1.967804,1.376066,0.612931,0.750141,-0.533966,-1.520659,0.197925,-3.280187,0.001662,-0.669702,0.341925,-0.798817,0.318375,-1.568649,-1.393454,0.148103,1.133808,0.940808,0.669768,-1.334015,-0.052202,0.725623,-0.259299,-1.416747,-1.551389,-0.680645,-0.202255,-1.429774,0.320726,-0.248781,1
-7.829726,14.864699,0.208382,3.181372,1.484119,-1.102302,-8.066565,2.526352,4.163675,5.148242,-2.131667,-0.702486,-1.286264,0.537907,0.591795,2.569232,-1.02378,0.418698,3.934133,0.303231,-4.107549,-2.379413,-1.239739,-0.08769,-0.766804,0.643225,-1.105249,1.290765,-0.475931,-0.409663,0.144936,0.725076,0.470521,0.123837,-0.483481,0.597473,-0.509839,0.372231,0.470343,-0.020538,0.017122,-0.117972,0.666616,-0.45573,0.079823,-1.755238,-0.067342,0.634719,-0.110704,-0.198879,1
-7.416713,15.719238,-0.052643,2.898761,2.291306,-1.504161,-9.676209,2.749185,2.835934,4.237736,-2.090379,-0.698709,-1.135791,0.364742,0.453794,0.644006,-2.0964,-0.440592,2.577671,1.405277,-3.679899,-1.066988,0.395545,0.602122,-0.2102,-0.906577,-0.213577,-0.984838,-0.443172,0.215253,-0.699742,-0.036558,0.136893,-0.697335,0.153586,-0.435233,0.51469,0.056295,-0.20037,-0.400588,0.497162,0.454561,-1.013114,-0.027294,-0.054827,1.253802,-0.186436,-1.146891,-0.059618,-0.197208,1
-7.359238,15.643606,-0.249234,2.839558,2.39491,-1.269328,-8.973999,2.540795,2.260439,3.479955,-1.696264,-0.796054,-0.797191,0.54845,0.621681,0.053053,-2.258703,-0.500174,1.647022,1.369354,-2.33282,-0.467631,0.531143,0.686682,-0.263119,-1.563252,0.055714,-1.237629,-0.393761,0.039286,-0.551167,-0.187953,0.013941,-0.667881,0.319741,-0.659894,0.578419,0.019284,-0.373176,-0.435643,0.56227,0.291481,-0.906055,0.663057,0.556818,1.47194,-0.228666,-1.534493,-0.456402,-0.264728,1
-7.483872,15.634616,-0.24567,2.912532,2.464108,-1.326424,-8.751549,2.499451,2.446046,3.192791,-1.66921,-0.466028,-0.678854,0.368561,0.670821,-0.309361,-2.304824,-0.454502,1.320763,1.415876,-2.344548,-0.39722,0.67357,0.7801,-0.59812,-1.729114,0.100937,-1.590649,-0.479409,-0.072314,-0.331485,-0.226237,0.079391,-0.719829,0.045737,-0.417575,0.665424,0.138371,-0.097919,-0.585709,0.441991,0.467372,-1.031379,0.537111,0.435527,1.415195,-0.238176,-1.875269,-0.059758,-0.275001,1
-11.796284,-3.502321,3.580877,0.207465,0.605548,4.499908,-0.906921,-7.141867,2.728857,-2.592507,-1.699851,-1.991891,1.915431,1.540131,-2.137883,1.600832,0.467421,-0.206552,0.918856,-1.132798,-0.047213,1.213898,0.535457,-0.078651,-1.491823,0.950885,-0.750663,2.361046,0.973452,-0.027313,0.876321,-0.447222,-1.751412,-0.33665,-0.518568,0.897684,0.962004,0.281527,-0.191813,-0.415193,0.401851,0.025183,-0.30354,0.251542,0.007596,-0.089879,-0.0248,-0.050881,-0.226254,-0.031038,1
-11.532017,-3.315947,3.58787,0.21434,0.5794,4.299434,-0.568871,-7.05631,3.053859,-2.34292,-1.456551,-1.952041,1.849009,1.735847,-2.081094,1.646297,0.491433,-0.327274,1.040459,-1.067753,0.120405,1.226946,0.458372,-0.337961,-1.673775,1.126442,-0.725706,2.544767,1.051558,0.045665,0.868533,-0.510409,-1.830994,-0.201648,-0.358998,0.879495,1.143308,0.304657,-0.045092,-0.514932,0.539244,0.135987,-0.247173,-0.077481,-0.076588,-0.115798,-0.1307,-0.206567,-0.276797,-0.330262,1
-11.448954,-3.07041,3.331247,0.063427,0.75723,4.162542,-0.496502,-7.401119,2.966483,-2.163744,-1.359223,-1.512701,1.661458,1.599578,-2.032443,1.191755,0.466149,-0.685033,1.015083,-0.840067,0.219089,0.870766,0.084211,-0.588246,-1.418825,1.21696,-0.591471,2.581733,0.774225,0.431314,0.69576,-0.496179,-1.58991,0.270657,-0.640509,0.536203,0.80117,0.09379,-0.287869,-0.517702,0.305034,-0.000362,-0.640619,-0.289609,-0.16144,0.083581,-0.271563,-0.269503,-0.373368,-0.755389,1
-11.559499,-3.179412,3.602383,0.108761,0.623268,4.318169,-0.502973,-7.012971,3.027473,-2.264133,-1.321328,-1.816878,1.905155,1.573498,-1.937453,1.487735,0.61491,-0.671515,1.057338,-0.942866,0.166661,1.227406,0.175444,-0.471059,-1.678809,1.237829,-0.628435,2.51103,0.912712,0.251983,0.706843,-0.481645,-1.713036,0.232998,-0.576935,0.679041,1.156243,0.191229,-0.216211,-0.67016,0.54774,0.049591,-0.338958,-0.116364,-0.231928,0.034055,-0.279223,-0.421006,-0.357941,-0.615268,1
-7.072581,4.988851,-0.749228,-0.27302,0.525531,0.69096,2.121014,-5.270903,-0.37388,-0.353457,0.53545,0.451721,-1.199326,-1.228365,-0.328673,1.382796,2.029128,2.32528,1.823041,-1.104348,2.993526,-2.764242,-2.09902,0.242022,-2.228654,-1.224553,-3.702885,2.735652,1.859515,1.919891,-1.327077,3.70978,0.398309,4.72646,-2.636467,-2.398122,-7.088714,1.591825,1.524842,1.857452,-2.68077,2.88292,-0.333646,-0.852207,-1.011026,-1.023625,0.569318,-1.569183,-1.176568,0.43907,1
-7.766004,15.063014,0.149303,2.970948,1.792826,-1.12369,-8.66977,2.498205,3.901645,4.672144,-2.090137,-0.679755,-1.497275,0.979928,0.505048,2.261524,-1.522678,-0.232714,4.150367,0.557801,-4.703524,-2.32072,-0.936885,-0.146685,-0.174612,0.633599,-0.71986,1.217379,-0.249817,-0.232288,0.039537,0.303098,0.191545,0.065174,-0.584869,0.497624,-0.380441,0.342715,0.451098,-0.152357,-0.027399,-0.14158,0.837556,-0.380316,-0.280339,-1.794345,0.085069,0.565373,-0.026833,0.043652,1
-7.660631,14.854886,0.116388,2.927481,1.714329,-1.084153,-8.24317,2.588965,4.270813,4.422535,-2.125601,-0.769706,-1.353544,0.605596,0.577338,2.422844,-1.30176,0.172543,3.894334,0.270394,-4.559854,-2.365888,-1.138622,-0.143151,-0.541776,0.571296,-0.722105,1.21227,-0.150717,-0.65342,0.291949,0.426417,0.209287,-0.008297,-0.506767,0.517635,-0.523787,0.434593,0.40622,-0.107747,-0.075368,-0.206299,0.941306,-0.510088,-0.194853,-1.896372,-0.045927,0.663864,0.151635,-0.193873,1
-7.58376,15.363837,0.171726,3.072839,1.902281,-1.206143,-9.25316,2.797748,3.687897,4.196169,-2.152565,-0.800837,-1.067405,0.681975,1.040996,1.547698,-1.667581,-0.542622,3.509407,1.033361,-4.680677,-1.917828,-0.58919,-0.164296,-0.133754,0.512023,-0.078882,0.689442,-0.215237,-0.125398,-0.248127,0.236808,0.121791,0.145274,-0.41595,-0.124987,0.153138,-0.132243,0.182343,-0.258108,0.02038,0.350608,0.125772,-0.384334,-0.592927,-0.166616,0.400351,0.035478,0.154565,0.113132,1
-10.933057,-8.186629,3.417096,0.346977,3.059146,4.25475,0.952494,1.627654,-0.237188,0.669304,0.334572,-3.417677,-0.199175,0.129617,1.177462,-1.619794,1.721607,1.248876,0.652832,0.780785,-0.375871,-0.935339,-1.346007,0.527283,1.158251,-2.246054,0.299603,-1.112042,-0.214154,0.737828,0.646426,-0.145332,0.726792,-0.853325,-1.601681,-1.146232,-0.042747,-0.585128,-1.306566,-0.741273,-1.242243,1.049618,-0.107391,-0.51711,0.298991,1.380046,-0.080584,1.131435,-0.53933,0.128382,1
-7.681302,15.139197,0.184016,3.103363,1.900131,-1.188234,-9.222657,2.597962,3.740724,4.407184,-2.133264,-0.572496,-1.459329,0.732659,0.63476,2.125813,-1.267587,-0.354752,3.966116,0.836412,-4.742904,-2.186417,-0.887621,-0.174644,-0.196537,0.720007,-0.242662,0.873316,-0.259234,-0.055824,-0.070005,0.150942,0.193476,0.113907,-0.501804,0.189359,0.019023,0.063132,0.482455,-0.314981,-0.102488,0.086021,0.618339,-0.613228,-0.654024,-1.149262,0.229317,0.376599,0.11764,-0.001957,1
-10.732905,-8.924519,3.450862,0.021153,2.538079,4.186977,1.104172,-0.099422,0.912997,0.714974,0.485928,-3.071002,-0.478997,-0.592822,0.321857,-0.608255,1.045631,0.758952,0.850587,0.46763,-0.547544,-1.447263,0.147906,0.417296,3.022581,-3.132761,0.929435,-2.936979,-1.404822,0.645884,0.22704,-0.524092,0.342399,-0.759914,-2.017463,-2.491427,-0.813301,-0.663237,-2.692948,-2.087955,-0.474783,1.233233,0.304138,-1.461242,0.150662,1.03993,-0.143533,2.470324,-0.862169,-1.32019,1
-10.684808,-8.657074,4.04142,0.022837,2.790495,3.843101,1.446129,0.945287,0.397387,1.013031,0.456783,-3.012709,-0.495343,-0.116298,1.121261,-1.424046,1.001783,1.351554,1.007756,0.139255,-0.283713,-1.098557,-0.311836,0.213666,2.232971,-2.931788,0.671213,-2.468421,-1.409317,0.58842,0.385402,-0.727514,0.94483,-0.802301,-1.469116,-2.444272,0.084512,-0.89539,-2.326467,-1.641542,-0.801691,1.121896,0.167239,-1.388319,0.308816,1.382042,0.468616,2.295262,-1.343422,-0.619073,1
-10.701242,-8.450645,4.05232,-0.212329,3.005095,3.835785,1.307876,0.11247,0.619125,0.416255,0.044795,-3.04127,-0.553334,-0.127915,0.546707,-1.400359,0.715602,1.285389,0.649203,0.276864,-0.470359,-0.755519,-0.872386,-0.253042,2.648363,-2.397112,0.79291,-1.945427,-1.450476,0.531271,0.232257,-0.649623,0.767619,-0.435962,-2.135636,-1.620357,-0.240548,-0.650725,-1.80434,-1.179971,-0.940698,1.676561,0.277742,-0.640209,-0.210866,1.65949,-0.472199,2.199701,-0.53554,-0.834893,1
-10.754236,-8.580219,3.869189,-0.405873,2.989642,4.159628,0.81395,-0.490354,1.025748,0.302993,0.160796,-2.498198,-0.495922,-0.391074,0.184655,-0.835614,1.016803,0.867424,0.475672,0.383407,-0.556979,-0.496205,-0.896948,-0.149115,2.656297,-2.251907,0.712293,-2.360141,-1.24804,0.355607,-0.030737,-0.399995,0.694026,-0.316084,-2.189043,-1.677388,-0.444609,-0.409102,-1.89683,-1.538733,-0.342295,1.727352,-0.129475,-0.595639,-0.301198,1.591818,-0.823778,2.094238,-0.723332,-1.128119,1
-7.074482,5.00678,-0.827165,-0.256395,0.57535,0.665034,2.088693,-5.323459,-0.265864,-0.522132,0.480867,0.40244,-1.093298,-1.271062,-0.301057,1.118555,2.124374,2.451662,1.756742,-1.091242,2.84322,-2.921387,-1.863652,0.475827,-2.331722,-1.049893,-3.688391,2.631102,1.874013,1.867245,-1.163116,3.656316,0.369473,4.949215,-2.661277,-2.486606,-7.147765,1.404721,1.528913,1.733425,-2.609246,2.928692,-0.43023,-0.923465,-1.204728,-1.117023,0.598392,-1.526745,-1.118511,0.42145,1
-7.711839,15.073952,0.152299,2.893828,1.96642,-1.187589,-9.017122,2.636321,3.804787,4.270338,-2.106909,-0.692317,-1.552598,0.835284,0.617913,2.111301,-1.505438,-0.385397,3.937475,0.824053,-4.708621,-2.397937,-0.833421,-0.124687,-0.134026,0.552648,-0.254106,1.118078,-0.346882,-0.137061,0.107053,0.15348,0.262371,0.125625,-0.568012,0.342387,-0.151591,0.164993,0.403785,-0.203482,-0.172975,0.095906,0.616343,-0.419749,-0.645318,-1.508272,0.178727,0.448669,0.081076,0.18161,1
-11.342686,-8.23508,3.705716,-0.054306,3.139193,4.748905,1.909408,-1.759876,-0.592234,-1.040873,0.029955,-3.166953,0.159673,0.359335,-0.006375,-0.574642,0.414091,0.98624,1.465339,0.460147,-1.09789,0.091579,-0.26567,-0.341999,2.049293,-1.284188,0.61204,-2.116746,-1.071135,0.0885,0.218939,0.043576,1.630435,0.588368,-2.149836,-1.629608,-0.729886,-0.705096,-1.538416,-1.535025,-0.484464,1.065462,-0.533637,-0.39947,-0.308522,1.265803,-0.677629,3.00636,-0.716299,-2.523456,1
8.030709,-2.205752,-7.734988,4.829729,-1.851818,2.924942,-1.171526,-1.007886,0.199379,-3.68544,-1.767898,0.394848,-8.247027,-2.220123,0.179758,2.116141,0.110627,0.350702,0.730255,2.018877,2.23517,-0.24363,-0.766273,-0.151028,1.414975,-0.529848,0.710235,1.342857,-1.749039,-0.24412,-1.488018,-0.250472,1.144138,-0.513397,-0.96013,2.095574,0.290122,1.220075,-2.951726,0.994114,2.2571,-0.183903,-2.894414,1.393954,-0.339137,-0.609922,0.516529,-0.090912,-1.735607,1.598603,1
9.321673,-1.396887,-4.806798,12.346552,-1.918289,1.145924,1.184709,0.617104,0.612584,1.307373,1.669226,-1.567228,0.920206,-0.642049,0.631659,0.862374,-1.607819,-0.316023,-0.153141,-1.389577,-0.313303,0.490911,0.071011,-1.112158,0.114085,-1.443744,0.864995,1.129354,0.633175,-0.266891,0.185717,0.159691,0.85911,0.395891,-0.025512,1.598418,1.02366,0.916204,1.906113,0.543797,-0.839822,1.533839,-0.42124,0.080878,-0.909424,0.681007,-0.317322,-0.35718,-0.617307,0.003887,1
9.110904,-1.4789,-5.058865,12.704844,-2.277301,0.925302,1.334567,0.986995,0.436364,1.09297,2.257903,-1.992823,1.245381,-0.654544,0.514568,0.626253,-2.087189,1.122927,-0.945021,-1.471102,0.117177,1.900563,-0.452418,-1.039624,0.208189,-1.927258,4.296346,5.022108,0.994687,-5.881305,-0.896358,2.818258,1.712837,-3.178121,0.201342,-1.091409,0.221164,-1.921536,1.159953,0.298317,-2.594164,1.823389,-0.650346,-1.038447,-2.072551,0.730482,-1.547742,-2.828991,-3.393522,-0.025702,1
9.20967,-1.435436,-4.814711,12.309641,-1.927424,1.226673,1.12159,0.618765,0.643738,1.23019,1.644022,-1.595167,0.803256,-0.435799,0.664588,0.972775,-1.304786,-0.315042,0.040615,-1.594082,-0.320683,0.450717,0.134016,-1.146567,0.257846,-1.301635,0.954894,1.283898,0.721867,-0.32286,0.075267,0.166339,0.818902,0.524324,-0.056166,1.620412,0.999218,0.919265,1.820289,0.680988,-0.896806,1.520078,-0.482655,0.084955,-0.768188,0.880269,-0.383427,-0.179339,-0.613451,0.016938,1
8.023315,-2.029689,-7.691052,4.226252,-1.990179,2.794318,-1.609136,-1.349304,0.129939,-3.840197,-1.579849,0.483251,-7.974129,-2.189308,0.000603,1.747788,-0.012089,1.00503,1.105833,2.047848,1.984236,0.235064,-1.190909,-0.943798,1.799916,-0.944821,0.8455,1.574478,-1.447826,-0.352063,-1.490109,0.404537,1.056119,-0.398653,-0.703861,2.57108,0.20036,1.405636,-3.050224,0.854766,2.804669,0.299822,-2.745144,1.634601,-0.674767,-0.296501,0.574783,-0.23675,-1.889955,1.616146,1
7.68732,-2.410535,-7.262232,5.183405,-1.99069,1.86488,-0.505887,-1.823356,0.951543,-4.601038,0.61106,0.46929,-8.81725,-2.51476,-0.43279,0.578332,0.19387,-0.173255,1.036099,2.433299,1.904387,-0.279442,-1.92875,0.479722,1.840553,-0.46774,-0.30877,2.183859,-1.915844,1.135289,-1.585169,0.148438,1.360372,0.709267,-2.019954,1.703107,-0.600543,-0.424317,-2.831622,1.254928,-0.844954,-0.792795,-0.308252,0.052017,-0.763768,-1.529127,-0.120808,-0.321836,0.517263,-0.368002,1
7.75554,-2.466065,-6.809198,5.323665,-2.36166,2.572841,-0.28686,-1.728557,0.608728,-4.217384,-1.422503,1.164542,-8.489214,-2.840092,-0.45344,1.411884,0.422479,0.108077,0.483237,2.04701,2.101773,-0.397636,-1.530183,-0.514456,1.601067,-0.290365,0.10717,1.654453,-2.084436,0.057869,-1.265511,-0.345763,0.987439,-0.09199,-1.147786,1.347176,0.085274,0.40902,-2.243751,0.418533,0.968864,-0.811738,-0.460527,0.81363,-0.757362,-1.234201,-0.108951,0.277975,-0.601504,0.447364,1
7.727876,-2.486075,-7.331921,4.83746,-2.197991,2.889554,-0.627605,-1.405692,0.373858,-3.949973,-1.707381,0.911939,-8.648967,-2.638957,-0.224824,1.70247,0.494275,0.400791,0.633845,1.957127,2.039418,-0.28236,-1.584778,-0.283681,1.708705,-0.395719,0.032903,1.455721,-1.801167,0.061961,-1.45328,-0.153418,1.148229,-0.11646,-1.153813,1.598116,0.462344,0.860422,-2.450741,0.297835,1.603913,-0.63891,-1.661337,1.236509,-0.985978,-0.829648,0.188967,0.24137,-1.308451,0.954729,1
11.123276,-2.456429,-4.792714,12.626206,-0.994655,1.508044,1.411525,0.835695,0.742186,1.278804,2.045255,-1.409615,0.718854,-0.690863,0.950556,3.093803,-0.697288,-1.779567,-0.361363,-1.865699,0.912387,-3.365094,4.293572,-0.323212,-0.703626,-1.955645,1.085493,-0.735909,0.841022,0.540196,-0.005478,-0.838272,0.110886,-0.435585,0.501137,0.305436,-0.26062,0.303579,0.333997,-0.192367,0.158464,0.266634,0.352986,-0.153525,0.355624,-0.205254,0.16358,0.456959,0.20281,-0.092089,1
10.895707,-2.400295,-4.992522,12.34883,-1.76277,1.872177,1.331453,0.745087,0.656957,0.640344,1.625272,-1.370521,0.270196,-0.634184,0.954535,2.932952,-0.864254,-1.89158,-0.456121,-2.150608,1.165984,-3.582807,4.044676,-0.417786,-0.862801,-1.787439,1.127763,-0.148608,0.684044,0.692953,-0.0796,-0.763421,0.46566,-0.109379,0.277955,0.850103,0.108425,0.324667,0.911177,0.073495,0.108016,0.589074,0.147312,0.356779,-0.387396,0.13117,-0.451365,0.784741,0.410111,-0.246848,1
