@relation 'RelationName-weka.filters.unsupervised.attribute.NumericToNominal-R386_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute class {0,1,2,3,4,5}

@data
13.959398,-0.424526,7.345611,-1.18451,6.394436,-0.874083,-0.768549,-2.171224,-1.106744,-0.001345,-1.438295,1.166868,2.63972,0.010737,3.357372,0.937482,1.921637,-0.842342,2.363505,0.613645,1.306815,0.044999,-0.978132,0.009475,-0.962544,-0.72853,-2.726217,0.651726,1.049092,-0.937306,0.537909,-2.106038,1.659859,-1.008999,1.559098,-1.527339,0.29531,0.634989,-0.200712,0.689426,-0.442539,0.665854,-0.309173,0.552394,-0.417846,0.005594,0.922609,-0.321798,-0.159181,0.915088,1
13.220969,-0.696417,6.77373,-0.876076,6.322758,-0.39805,-0.218839,-2.67737,-0.270917,0.553659,-0.953025,0.40334,2.780159,-1.400529,2.3552,1.940329,3.587254,-1.709734,2.387732,2.030957,1.591244,-0.922651,0.776917,1.032035,-0.722742,-1.952211,-2.552967,-0.298306,1.115495,-1.731047,0.921177,-3.062387,2.297126,-1.225049,1.876307,-2.551202,0.771987,-0.087347,-1.62435,0.403157,-0.391161,-0.328583,-1.565869,-0.833785,1.304758,-2.196193,2.747554,0.456257,-0.705299,-0.135251,1
14.174297,-0.546795,7.534209,-1.271162,6.425858,-0.846721,-0.762995,-2.290029,-0.974647,0.266881,-1.26115,0.866987,2.795215,-0.215619,3.122045,1.077297,2.128079,-0.748579,2.353361,0.736963,1.301437,0.221439,-0.555059,-0.278504,-1.077546,-0.894563,-2.965468,0.763684,1.079547,-0.980683,0.529047,-2.483539,1.715401,-0.985233,1.419229,-1.479605,0.192577,0.545764,-0.552516,0.859807,-0.458045,0.593347,-0.43337,0.603943,-0.813237,-0.165027,1.036928,-0.455188,-0.277338,1.037942,1
13.416544,-0.619434,7.032326,-0.996969,6.672175,-0.670404,-0.50498,-3.030129,-0.874395,0.155557,-0.93203,0.44098,2.742928,-1.017479,2.404979,1.254241,2.758593,-1.021175,2.092325,1.727547,1.690761,-0.827899,0.209186,-0.064322,-0.81778,-1.190781,-3.307958,-0.142291,1.001331,-1.921349,0.767796,-2.233208,1.692411,-1.110249,1.425717,-1.869479,0.807151,0.386576,-0.884864,0.938003,-0.753715,0.576242,-1.563363,0.157271,0.793775,-1.281585,1.986525,0.283608,-0.245961,0.273306,1
9.476922,0.446098,3.738459,-1.090622,0.912363,-0.768159,-0.021735,-1.14228,0.525535,1.18666,-1.962769,-2.722874,3.417783,-5.061671,1.114406,2.477555,1.800853,-1.722768,2.349816,4.8162,1.587121,1.313922,0.745468,0.674819,-0.601744,0.266483,-1.558707,-0.944168,-0.151078,-0.883816,1.36952,-0.41044,-0.718702,-1.07129,0.615703,-0.869629,-0.36092,0.656516,-1.021592,0.619296,-1.786857,-0.530481,0.381699,-0.559672,0.246693,0.742586,1.446425,-1.055139,-0.426518,0.854917,1
13.394154,-0.826735,6.857003,-0.969119,6.547104,-0.46459,-0.383079,-2.741228,-0.4206,0.555642,-0.987728,0.388405,3.034062,-1.396411,2.43963,1.814689,3.403911,-1.536858,2.311722,1.821749,1.660506,-0.89597,0.807917,0.771782,-0.763371,-1.988369,-2.746612,-0.309427,1.160488,-1.789561,0.909746,-2.78064,2.110101,-1.003355,1.671282,-2.411504,0.938446,-0.105142,-1.4751,0.451633,-0.534578,-0.236588,-1.489609,-0.691903,1.132102,-2.120413,2.692303,0.443385,-0.572422,-0.025433,1
8.224513,1.417362,1.3535,-1.529878,0.195953,-1.947557,-0.191315,1.146459,1.849115,1.982606,0.148227,-4.136584,3.807018,-8.116586,-0.166704,2.813695,1.572787,-2.288486,2.10962,5.188383,2.786838,3.0624,1.188601,-0.47046,-0.750627,2.380261,0.818547,-0.764917,-0.066602,0.07124,0.033679,2.115474,-0.454867,0.899579,-1.12506,0.430187,-0.021021,-1.069251,-0.110238,-0.278041,-0.052705,-0.174601,0.727193,-0.519648,0.467329,0.741392,-0.749452,-0.161118,0.833093,-0.203462,1
7.750103,1.89922,0.54702,-1.028769,-0.917794,-1.685569,0.293263,1.865076,2.037489,1.726899,0.136789,-4.35629,3.736694,-7.710725,-0.218057,2.46197,1.514873,-2.545426,2.073393,5.292734,2.347988,3.124962,0.717442,-0.288583,-1.114909,2.428677,0.964075,-0.328984,-0.229766,0.326467,0.14798,1.990418,0.342449,1.162981,-0.497769,0.828886,0.732735,-1.236298,0.050801,0.070438,-0.089888,0.244682,-0.019119,-0.494272,-0.067306,0.650031,-0.943232,0.126391,0.482427,-0.813002,1
8.162745,1.612812,1.262847,-1.330173,-0.132553,-1.938578,0.03061,1.434207,2.151867,1.777249,0.185419,-4.297721,3.822214,-8.117348,-0.379374,2.748963,1.616836,-2.491105,2.077846,5.416982,2.603447,3.049704,1.280506,-0.31576,-0.929149,2.39594,0.687029,-0.72829,-0.166865,0.251107,-0.015822,2.121443,-0.468787,0.951029,-0.865973,0.349933,0.069487,-1.141479,-0.083794,-0.169556,-0.164058,-0.005111,0.454071,-0.652176,0.325814,0.678728,-0.710938,-0.295597,0.620219,-0.455205,1
7.678356,1.947871,0.418737,-0.704506,-0.894768,-1.698021,0.273135,1.963126,2.145936,1.702926,0.260034,-4.417822,3.59371,-7.645255,-0.365521,2.452911,1.785592,-2.448925,1.951612,5.32833,2.276434,3.126692,0.75177,-0.223742,-1.320812,2.409545,0.867169,-0.128366,-0.017138,0.367498,0.253798,1.77299,0.481031,1.149515,-0.29237,0.718417,0.713398,-1.349331,0.028926,0.136096,-0.041528,0.158865,-0.074268,-0.366622,-0.156138,0.603719,-0.943321,0.222551,0.275563,-0.820477,1
7.834518,1.840355,0.109745,-0.609972,-0.790871,-1.478722,0.120226,2.12552,1.997931,1.548903,0.262627,-4.565576,3.548869,-7.537932,-0.413902,2.772707,2.115299,-2.710128,2.042547,5.678936,2.601521,2.123772,0.992587,0.00089,-1.571373,2.11206,0.969461,-0.429187,0.320326,0.560288,0.349434,1.432573,0.769243,0.993003,-0.290926,0.520564,0.591738,-1.149959,-0.090582,-0.020781,0.157884,0.326132,-0.567523,-0.499227,0.076895,0.285436,-0.793538,0.685765,0.21322,-0.892698,1
7.807536,1.804832,-0.067551,-0.113262,-0.725747,-1.539975,0.056023,1.988344,2.116402,1.580123,0.270915,-4.585984,3.816308,-7.368852,-0.250013,2.583061,2.161641,-2.570418,1.904994,5.651111,2.590615,1.878649,1.056445,0.07223,-1.645606,2.069797,0.967041,-0.611673,0.474215,0.42962,0.487753,1.247692,0.856466,0.735394,-0.375588,0.465412,0.660499,-1.018414,-0.09891,-0.014415,0.063902,0.354305,-0.622725,-0.512015,0.10713,0.356738,-0.722699,0.754426,0.119817,-0.869506,1
8.104898,1.911896,-0.259396,-0.105524,0.331333,-1.547846,-0.029579,2.357168,2.137442,1.24111,0.266983,-4.51804,3.505746,-6.980866,-0.75145,2.717054,2.397497,-2.593622,1.55159,5.858489,2.610749,1.419591,1.355329,0.216008,-1.895226,1.920455,1.085448,-1.442938,0.914823,0.39182,0.066877,1.191718,0.103772,0.128968,-0.55845,0.475347,-0.073398,-0.620385,-0.151461,-0.147092,-0.081065,-0.118925,-0.530822,-0.373584,0.581394,0.223081,-0.04166,0.352293,0.241024,-0.744828,1
-5.461114,10.537013,1.643758,1.784199,-0.433356,-0.991309,0.120154,1.42064,3.56079,-1.463045,-2.041106,0.96594,0.326002,-2.84703,-1.282087,-2.079129,3.11315,0.489344,-1.538567,-2.930544,3.019764,-1.1416,-0.802503,-1.622143,1.057852,0.899457,0.358368,0.457737,0.376434,-0.446629,0.778878,-0.2648,-0.718859,0.794459,0.667704,-0.317777,-0.499916,-0.391662,-0.203045,0.660271,-0.51415,-0.797719,0.592081,0.20341,1.026686,-0.41353,-0.47985,1.339121,-0.344816,0.492062,1
-5.831979,10.535387,1.622556,2.068001,-0.341313,-1.04066,-0.111982,1.313873,3.847729,-1.149008,-1.799285,0.925555,0.74148,-3.09982,-1.338255,-2.555626,3.095541,0.409489,-1.730724,-3.106287,3.095734,-1.143244,-0.751005,-1.642685,1.241283,0.949654,0.388543,0.632521,0.39077,-0.524183,0.51068,-0.135884,-0.604352,0.937505,0.763022,-0.383404,-0.452026,-0.750932,-0.319472,0.66406,-0.36275,-0.810889,0.448133,0.577155,0.805901,-0.149792,-0.390071,1.319412,-0.014243,0.54277,1
-5.470704,10.426419,1.776842,1.676838,-0.462587,-1.400767,-0.002895,1.392413,3.291746,-1.804778,-2.119799,0.922456,0.319768,-3.011888,-1.489769,-1.751943,3.005724,0.415965,-1.226554,-2.913191,2.712712,-1.057662,-0.924636,-1.250879,1.257697,0.732561,0.420967,0.375263,0.430761,-0.226116,1.055492,-0.334808,-0.304338,0.833246,0.617487,-0.275509,-0.470272,-0.195123,-0.05878,0.604911,-0.48489,-0.743815,0.711399,-0.086973,1.203782,-0.479173,-0.417548,1.232039,-0.423824,0.600472,1
-5.166866,10.663643,1.770523,1.290764,-0.450267,-0.988682,0.139046,1.641983,2.879397,-1.661221,-2.358939,0.745679,0.469031,-2.7664,-0.685102,-1.767964,2.802529,0.370306,-1.357521,-2.564805,2.663427,-0.94185,-0.367598,-1.21456,0.89814,0.638836,0.104561,0.353523,0.188427,-0.131539,1.32055,-0.391095,-0.171719,1.188825,0.628594,-0.274828,-0.305322,-0.269828,0.169525,0.52489,-0.440298,-0.550821,0.894298,0.147852,0.906296,0.149626,-0.29015,1.361897,-0.483759,0.715622,1
-11.085823,-12.170183,3.19154,0.177165,0.88042,0.772754,-1.772915,7.273909,-3.432916,0.127714,0.00412,3.078337,0.278369,-0.366225,-0.531519,2.14337,-1.675297,-0.970242,-2.347152,-1.090222,1.377856,-1.393891,1.204982,-0.706916,-1.333033,2.946349,-2.461045,0.325097,-0.723403,-1.585716,-0.567005,-0.151439,-0.062877,0.224111,-2.777753,-1.885256,0.905572,-0.493562,-1.1061,-0.222185,0.367228,0.563029,-0.125292,1.696101,-0.204286,1.504692,0.540737,-0.759283,-0.43384,0.655907,1
-10.992171,-12.290634,2.932304,0.075244,1.239573,0.898164,-1.899915,7.371599,-3.514345,0.152759,-0.179496,3.083346,0.337334,-0.714898,-0.573975,2.391122,-1.866373,-1.239871,-2.21524,-1.185282,1.515132,-1.025111,1.326239,-1.003141,-1.046802,2.971342,-2.507263,0.362993,-1.109834,-1.506953,-0.827162,0.042879,-0.116435,0.690528,-2.357858,-1.677269,0.772723,-0.430291,-0.857973,-0.212934,0.572584,0.537481,-0.124626,1.638162,-0.527798,1.281802,0.523114,-0.774133,-0.299576,0.660628,1
-10.985577,-12.139589,2.744563,0.200841,1.310672,0.722658,-1.817869,7.612247,-3.596451,0.248795,0.128431,3.164286,-0.200674,-0.430099,-0.718026,2.449426,-1.7655,-1.174974,-2.207773,-0.78343,1.170481,-1.113973,1.417467,-0.988515,-1.200744,3.047976,-2.230753,0.395824,-1.335565,-1.708057,-0.367554,-0.341892,-0.060589,0.530438,-1.91937,-1.329291,0.346111,-0.39931,-0.55329,-0.034148,0.499799,0.692368,0.104431,0.955268,-0.549913,0.685555,0.253762,-0.452395,-0.082658,0.371387,1
-11.068423,-12.115284,3.175245,0.266034,0.655374,0.731495,-1.690325,7.122082,-3.315785,0.137702,-0.107784,3.185857,0.277339,-0.273306,-0.681538,2.277984,-1.742312,-0.917721,-2.560892,-0.98838,1.249246,-1.382613,1.096619,-0.315458,-1.179997,2.570825,-2.594241,0.532314,-0.313814,-1.317837,-0.499317,-0.045659,0.021555,0.219818,-2.865275,-1.907336,1.331492,-0.546997,-1.139182,-0.311098,0.288711,0.512642,-0.18723,2.098539,-0.0442,1.465254,0.823085,-0.848862,-0.795552,0.618469,1
-10.967736,-11.982762,2.745153,0.074484,1.238507,1.940768,-1.646072,7.411584,-3.54397,0.366531,0.168427,2.38099,-0.269421,-0.202103,-0.386787,1.452242,-1.238643,-0.763371,-1.849441,-0.669129,1.090217,-1.170448,1.174588,-0.689979,-1.172574,2.110521,-1.813054,0.28261,-0.932809,-1.365049,0.163258,-0.107362,-0.243014,0.198164,-0.636416,-0.514872,-0.089612,-0.170823,0.018257,-0.021669,-0.115668,0.063346,0.138174,-0.234305,-0.40936,-0.217189,-0.278001,0.063181,0.285419,-0.088234,1
-11.112541,-12.031249,2.688152,0.056967,1.201801,1.034477,-1.730707,7.675913,-3.581082,0.350204,0.209041,3.159605,-0.217588,-0.522146,-0.766203,2.169522,-1.721218,-0.969428,-2.082871,-0.623966,1.081288,-0.931542,1.119042,-0.823666,-1.203191,2.833929,-2.209439,0.460431,-1.30235,-1.612829,-0.360876,-0.291517,-0.026841,0.384108,-1.45916,-1.159014,0.258849,-0.356984,-0.446217,-0.14938,0.434876,0.311392,0.061454,0.855586,-0.584065,0.326433,0.394605,-0.607079,-0.171823,0.103749,1
-10.875217,-11.805754,2.903679,-0.071637,1.391875,1.990357,-1.722295,7.400852,-3.38182,0.668664,0.263807,2.438003,-0.145438,-0.367115,-0.204871,1.792439,-1.472919,-1.004294,-1.968308,-0.323906,1.068182,-0.948222,1.1493,-1.020925,-1.200704,2.23563,-1.858534,0.023795,-1.063592,-1.42492,0.239235,0.010492,-0.321339,0.372205,-0.563924,-0.473035,-0.035677,-0.138695,0.139093,-0.114136,-0.091874,0.114257,0.314723,-0.264465,-0.59882,-0.289935,-0.332044,-0.049178,0.212978,0.155392,1
-10.948849,-11.483979,2.490006,0.60236,2.365112,1.890918,-1.056487,7.464601,-2.871084,0.588591,-0.093761,1.453965,-0.90793,-0.106578,-0.02552,0.846089,-0.72813,-1.08872,-0.931393,-0.443879,0.891144,0.141574,0.543243,-0.960119,-1.103442,2.645592,-1.283053,0.491512,-1.151362,-1.531078,-0.254472,-0.583167,0.27554,0.213345,0.18865,-0.008662,-0.682806,0.237666,-0.373951,0.193523,0.795698,0.123294,-0.213298,-0.903973,-0.813048,-0.393495,-0.337066,0.271059,0.047542,-0.37008,1
-10.955097,-11.772063,2.334455,0.41458,1.566676,2.100149,-1.577021,7.670488,-3.046459,0.35127,0.045386,2.342267,-0.747809,0.122251,-0.184017,1.571847,-0.864537,-1.275078,-1.555005,-0.359466,0.937007,-0.504824,0.492677,-0.814564,-1.101755,2.125306,-1.405514,0.328024,-0.899575,-1.317997,0.251657,-0.378436,0.333993,-0.064214,0.19699,-0.061444,-0.546047,0.179109,0.069444,0.037945,0.206265,-0.10594,-0.028722,-0.813605,-0.438153,-0.566998,-0.413267,0.156412,0.453901,-0.574259,1
-11.240903,-11.736364,2.433114,0.625168,2.50794,1.780332,-0.84834,7.273308,-2.682685,0.713516,-0.016877,1.406607,-0.723163,-0.181226,0.071155,0.291023,-1.043634,-0.495293,-0.598423,-0.476469,0.731651,0.830465,-0.033212,-0.908915,-0.680025,2.194378,-0.871798,0.664059,-1.193168,-1.112464,-0.13152,-0.48825,0.518478,0.068173,0.93518,0.625217,-0.758946,0.383342,-0.263676,0.359968,0.537409,-0.16689,-0.288571,-1.265467,-0.920627,-0.735918,-0.298197,0.713276,-0.235546,-0.407504,1
-10.986817,-11.949629,2.487825,0.39702,1.525933,1.911696,-1.71063,7.87697,-3.345966,0.161772,0.056523,2.441357,-0.628224,0.191542,-0.252926,1.392003,-1.044127,-1.055033,-1.591131,-0.52109,1.042627,-0.669375,0.769394,-0.910472,-1.107973,2.564559,-1.679656,0.401469,-0.9149,-1.415866,0.023782,-0.46312,0.368894,0.058692,-0.391233,-0.507128,-0.419032,-0.049434,-0.139018,0.078297,0.194294,-0.123601,0.004861,-0.388688,-0.228591,-0.365098,-0.222277,0.289426,0.208891,-0.490686,1
-11.777593,-5.595433,3.255524,0.067429,2.115166,5.192884,-1.140381,-4.795067,0.951749,-2.081538,-2.023841,-2.628643,1.086098,1.277684,-2.394729,1.986689,-0.976844,-0.412273,1.350515,-1.622815,0.064929,0.778482,0.649081,-0.390865,1.145531,0.235515,0.167001,-2.153038,-1.474208,-0.634392,-0.333263,0.199504,0.845026,0.058054,0.15413,-0.193088,-0.100365,-0.155706,-0.111292,0.058333,0.400636,0.340982,0.165906,-0.111154,0.389952,0.348679,-0.490362,0.931866,-0.233272,0.263699,1
-11.984234,-4.089244,3.662541,0.241302,0.57714,4.92973,-1.360771,-6.507112,2.183028,-2.962459,-2.060888,-2.035696,1.789205,1.705847,-2.731041,2.171986,0.288939,-0.37205,0.971068,-1.757045,0.12555,1.00227,0.429697,0.099605,-1.227317,0.644819,-0.589598,1.349316,0.97871,-0.360754,0.709627,0.113374,-1.181588,-0.484908,-0.557685,0.811732,1.018029,0.260156,0.072695,-0.280956,0.272891,0.158005,-0.185146,0.227434,0.368977,-0.096853,-0.386585,-0.172032,0.077119,0.459478,1
-11.715408,-5.774085,3.549941,-0.12482,1.802531,4.94826,-1.13643,-5.34155,1.34868,-2.26894,-1.98118,-2.34201,1.300577,1.245263,-2.742371,2.255058,-0.96388,-0.298494,1.438917,-1.951245,0.265888,0.644424,0.829639,-0.28398,0.651591,0.24343,0.177207,-2.179987,-1.638229,-0.879206,-0.34216,0.471684,0.35559,-0.213287,0.052362,0.219444,0.647297,-0.086218,-0.211436,-0.03184,0.235055,0.24405,0.556498,-0.200582,0.052471,0.148882,-0.51866,0.685501,-0.44002,0.670975,1
-12.112772,-4.51481,3.668738,0.438096,0.865994,4.924688,-1.001936,-5.903289,2.138386,-2.711056,-1.882817,-2.516973,1.841206,1.655966,-3.050909,2.316697,0.002184,-0.069676,0.931083,-1.973197,-0.025295,0.630849,1.309822,0.32435,-0.390018,-0.091403,-0.389496,0.388663,0.418383,-0.542522,0.118292,-0.272041,-0.758575,-0.523187,-0.438226,0.539965,1.107181,0.228953,-0.445139,-0.220528,0.420291,0.233187,-0.250329,0.253043,0.302856,-0.386488,-0.30555,0.061438,0.110096,0.842414,1
-11.731508,-5.525549,3.386502,-0.0368,1.790589,4.778826,-1.468538,-5.82164,1.467012,-2.741716,-1.751181,-2.052021,1.330805,1.651743,-3.145741,2.30728,-1.014791,-0.377086,1.500508,-1.991515,0.146925,0.864501,0.888423,0.001585,0.464955,0.25811,0.111973,-2.137762,-1.234332,-0.756378,-0.566731,0.371241,0.115926,-0.302774,-0.152441,0.416629,0.745513,0.047826,-0.395985,0.027384,0.357134,0.18154,0.494148,-0.146956,0.187911,-0.049011,-0.797665,0.479436,-0.415548,0.756408,1
-11.942153,-5.61634,3.455473,0.043382,1.894552,5.048003,-1.554483,-5.900986,1.805963,-3.070861,-1.849958,-2.579071,1.470162,1.759741,-3.539412,3.021542,-1.047274,-0.395135,2.304901,-2.792351,0.412276,1.5955,1.493662,0.104313,1.54965,0.283338,0.738686,-4.048337,-3.410283,-1.641174,-1.077804,1.79427,2.52644,1.018801,2.797086,0.408256,-0.059008,-1.06615,1.02431,1.735439,-0.299643,-0.604691,0.703453,1.028146,-0.732752,-0.656078,0.789443,-1.920661,0.987756,0.53361,1
-11.811413,-5.132558,3.451483,0.050493,1.360714,4.978172,-1.503876,-5.774908,1.712169,-2.614741,-1.764031,-2.365655,1.497408,1.855115,-2.951665,2.70382,-0.63042,-0.431681,1.510317,-1.84616,0.144945,1.165309,1.198519,0.460032,0.222839,0.116607,0.000904,-1.31081,-0.876663,-0.648494,-0.537269,0.053495,-0.115053,-0.32311,-0.302009,0.490603,1.080664,0.127158,-0.518348,-0.094646,0.727144,0.314829,-0.010297,0.206268,0.368499,-0.293557,-0.625414,0.213889,-0.100638,1.075973,1
-11.833469,-4.135054,3.285538,0.507195,0.778522,4.97034,-0.926468,-6.713528,2.675991,-2.603648,-1.902177,-2.058219,1.857492,1.843261,-2.196243,1.893042,0.597827,-0.430199,0.993282,-1.817476,0.315966,0.515957,0.775789,0.349647,-1.471441,0.49305,-0.311299,1.758595,1.209865,0.080143,0.673737,-0.401147,-1.411314,-0.444331,-0.309855,0.513786,0.540104,0.148129,-0.451021,-0.40322,0.587696,-0.129602,0.114046,-0.144916,0.483537,-0.171749,-0.203023,0.188206,-0.04292,0.192998,1
-11.828678,-3.828556,3.421613,0.398313,0.618925,4.840861,-1.018187,-6.844734,2.795506,-2.478339,-1.85478,-2.091582,1.868398,1.681083,-2.124261,1.894064,0.607485,-0.319818,1.016034,-1.580165,0.184462,0.897564,0.799016,0.236334,-1.513133,0.581249,-0.454427,1.680176,1.202975,0.034885,0.773888,-0.261302,-1.412637,-0.544758,-0.607549,0.544164,0.683434,0.346097,-0.320864,-0.696052,0.664201,-0.066789,-0.038094,-0.008757,0.378959,-0.055829,0.053578,0.009842,-0.110005,-0.037259,1
-11.878295,-4.950275,3.430276,0.464769,1.086344,4.983396,-1.341177,-5.796393,2.076706,-2.460107,-1.566549,-2.499777,1.485597,1.635573,-2.861051,2.729979,-0.281394,-0.22589,1.357269,-1.821825,0.01615,1.253853,1.199401,0.629404,-0.107156,0.06005,-0.188662,-0.612267,-0.183447,-0.713921,-0.061234,0.0577,-0.398391,-0.495149,-0.369513,0.546356,1.298995,0.110187,-0.247286,-0.229845,0.406436,0.138757,-0.297643,0.484328,0.336705,-0.502622,-0.388065,0.178326,0.275543,1.077652,1
-12.066901,-4.223073,3.667983,0.233246,0.71022,4.949446,-1.131076,-6.301295,2.252009,-2.971829,-2.073975,-2.181455,1.677518,1.659479,-2.821705,2.381768,-0.061153,-0.056512,1.011111,-1.583,-0.109011,1.131004,0.875831,0.067378,-0.632742,0.440199,-0.650995,0.837992,0.473939,-0.524048,0.300336,0.075662,-0.979583,-0.419346,-0.615939,0.746979,1.200146,0.295442,0.050074,-0.22088,0.298217,0.430476,0.045268,0.392305,0.403484,-0.164044,-0.368501,0.00139,0.089217,0.817251,1
-11.988726,-3.963412,3.513987,0.388932,0.597356,4.934078,-1.339408,-6.542695,2.284404,-2.893617,-2.00466,-2.025286,1.822284,1.788026,-2.535134,2.374726,0.280247,-0.332869,1.01461,-1.712283,0.01454,1.202232,0.519445,-0.004827,-1.164308,0.82607,-0.657188,1.490394,1.120551,-0.244856,0.825162,0.166495,-1.107971,-0.43177,-0.494811,0.776372,0.994238,0.264875,0.162462,-0.260448,0.285348,0.166474,-0.150844,0.219131,0.509385,0.035821,-0.34964,-0.084468,0.002019,0.407401,1
-6.068825,11.826903,1.639009,2.407665,-0.240288,-1.283347,-2.651307,2.27612,5.173116,0.598561,-2.823878,0.8205,0.237145,-3.251954,-0.943947,-2.400782,2.64858,0.022408,0.376751,-3.024668,-0.769588,-3.752409,-1.459345,-2.312167,1.473855,1.211644,0.251686,1.524771,-0.199828,-0.92978,-0.267168,0.012364,-0.9748,1.499969,1.362766,-0.800795,0.215095,-1.647024,-0.864924,0.866649,-0.42885,-0.80419,0.564338,1.619452,1.559334,0.163118,-0.223229,1.357182,-0.031216,-0.358498,1
-6.175596,12.270269,1.609076,2.212023,-0.167507,-1.194685,-2.918593,2.265736,4.605364,0.835938,-2.841307,0.713057,0.264135,-3.220912,-0.544803,-2.610876,2.655547,-0.265543,0.218361,-2.801279,-0.887982,-3.615273,-1.293697,-2.284001,1.38121,1.130153,0.293333,1.644564,-0.365326,-0.464357,-0.239656,-0.02466,-1.027936,1.539469,1.56751,-0.763331,0.247087,-1.683394,-0.809588,0.883605,-0.389184,-0.4764,0.576715,1.777492,1.447773,0.606304,-0.232098,0.974794,-0.036513,-0.292527,1
-6.161217,12.032821,1.660264,2.351249,-0.203164,-1.227561,-2.793356,2.238689,4.861279,0.73473,-2.750672,0.764413,0.243351,-3.258013,-0.728784,-2.476567,2.712359,-0.056832,0.29944,-2.983339,-0.822889,-3.73797,-1.414571,-2.336691,1.435657,1.149337,0.216671,1.552482,-0.333384,-0.715922,-0.189461,0.076157,-1.097152,1.586541,1.467073,-0.764328,0.264096,-1.679555,-0.843863,0.880627,-0.430192,-0.645173,0.467416,1.674738,1.486303,0.43195,-0.168525,1.152052,0.012069,-0.227208,1
-6.136381,12.425256,1.561219,2.091714,-0.225012,-1.122696,-2.964644,2.376051,4.416628,0.935919,-2.799198,0.619116,0.287694,-3.180576,-0.239042,-2.61725,2.781478,-0.403382,0.164681,-2.803912,-0.935481,-3.562311,-1.349243,-2.215144,1.27115,1.312472,0.411716,1.679915,-0.449442,-0.377953,-0.328108,-0.029438,-0.852913,1.409443,1.677268,-0.73636,0.212296,-1.619197,-0.687352,0.873856,-0.32419,-0.408925,0.472645,1.7553,1.424986,0.805871,-0.292645,0.786848,-0.072127,-0.339797,1
-5.971334,11.582358,1.328731,1.737627,-0.239258,-0.890921,-1.001216,1.483429,2.767134,-0.650832,-1.702112,0.79785,0.841004,-2.747215,-0.525978,-3.019504,3.222672,-0.103789,-2.200835,-2.710953,2.840252,-0.843584,-0.411924,-1.464961,1.164658,0.743456,0.705963,0.577897,0.207702,0.213893,0.285221,-0.422259,-0.577831,0.526086,1.178991,-0.139738,-0.1517,-0.545547,-0.299838,0.776178,-0.462415,-0.39761,0.260494,0.628092,0.747938,0.998077,-0.263729,0.39676,0.022696,0.292143,1
-6.078828,11.827652,1.149737,1.633002,-0.138112,-0.842122,-1.055119,1.643128,2.459754,-0.910776,-1.736265,0.900594,0.68419,-2.450968,-0.473331,-3.094219,3.015395,-0.112044,-2.3027,-2.414237,2.911943,-0.74659,-0.194542,-1.111332,1.052093,0.513901,0.572586,0.576032,0.134435,0.299642,0.257326,-0.336506,-0.530068,0.344399,0.919505,0.115731,-0.118438,-0.381834,-0.541025,0.897664,-0.555053,-0.238513,0.160994,0.629228,0.618819,0.87858,-0.106125,0.063753,0.029708,0.573653,1
-6.128111,11.959751,1.000014,1.569856,-0.017966,-0.830712,-1.332637,1.645568,2.37635,-1.152093,-1.552425,0.870712,0.607551,-2.218827,-0.072876,-3.017495,2.750155,-0.087478,-2.433604,-2.331136,2.889006,-0.53633,-0.086568,-0.807758,1.058341,0.610278,0.542608,0.521967,0.17845,0.352535,0.384266,-0.249244,-0.596764,0.24692,1.080089,0.107888,-0.082026,-0.386695,-0.7218,0.988003,-0.463099,-0.153284,-0.097937,0.734687,0.612911,1.124293,0.136846,0.081097,0.090196,0.778347,1
-6.222394,11.944057,0.879106,1.401269,0.093224,-0.895456,-1.400369,1.616945,2.320737,-1.296188,-1.299988,0.918707,0.414395,-2.119083,-0.243817,-3.180382,2.668449,-0.177955,-2.647033,-2.304718,3.029387,-0.454798,-0.031637,-0.729848,0.911461,0.461646,0.474937,0.686914,0.074007,0.608719,0.443367,-0.45339,-0.368275,0.172318,0.945054,0.510844,-0.113661,-0.469942,-1.177237,1.31105,-0.575495,-0.127573,0.125176,0.784596,0.661881,1.089054,0.264295,-0.200597,0.342409,0.981203,1
